timeline_id,project_id,milestone_name,planned_date,actual_date,days_delayed,delay_reason,responsible_party,status,notes
1021,64,Substantial Completion,2026-01-15,2024/05/25,-600,,Third Party,Skipped,
1022,64,50% Complete,2018/07/24,2019-08-17,389,Labor shortage,Owner,Delayed,Float available
1023,64,Final Inspection,05-04-2021,02/09/2027,2107,Right-of-way,Engineer,Delayed,
1024,452,Environmental Review,2023/08/22,2026-09-04,1109,Environmental review,Third Party,Skipped,On critical path
1025,452,Bid Award,2020/06/11,07/01/2018,-711,,Owner,Complete,
1026,452,Final Inspection,2021/09/26,,-494,,Owner,Not Started,
1027,452,Ground Breaking,2021-06-21,2025/03/24,1372,Weather,Utility,Skipped,
1028,486,Ground Breaking,,08-21-2019,-3001,,Owner,NOT STARTED,
1029,486,Substantial Completion,05/27/2020,2020-06-23,27,Weather,Regulator,Not Started,
1030,486,Project Closeout,30/01/2019,10/08/2022,1347,Environmental review,Contractor,Not Started,On critical path
1031,486,Bid Award,2018-11-09,,1636,,Owner,Skipped,On critical path
1032,349,Design Complete,15/11/2027,,-3041,,Utility,Complete,Float available
1033,349,Project Closeout,2021-06-27,07/09/2019,-719,,Contractor,Not Started,
1034,349,Environmental Review,,11/19/2024,-640,,Contractor,Not Started,
1035,349,Ground Breaking,2020/11/07,10-17-2024,1440,Utility conflicts,Third Party,In Progress,
1036,220,50% Complete,02/26/2026,,?,,Utility,Skipped,
1037,220,Final Inspection,04/12/2027,2025-11-02,-526,,Contractor,Skipped,Permit dependent
1038,220,Project Closeout,2024-10-25,2025/03/19,145,Environmental review,Regulator,In progress,On critical path
1039,220,Environmental Review,2027-05-29,,,,Regulator,Complete,
1040,220,Ground Breaking,2021-10-18,,,,Utility,Skipped,
1041,220,Substantial Completion,09/30/2018,,,,Utility,Skipped,
1042,220,Bid Award,11-28-2025,,,,Utility,In Progress,
1043,485,Final Inspection,2025-05-09,06/14/2026,401,Permitting,Regulator,Delayed,On critical path
1044,485,Bid Award,,17/08/2018,-2811,,Owner,Complete,On critical path
1045,485,Ground Breaking,28/01/2027,2025-06-24,-583,,Regulator,Skipped,Permit dependent
1046,485,Substantial Completion,2027-11-01,04/25/2023,-1651,,Utility,Complete,On critical path
1047,324,Bid Award,2026-10-30,16/10/2022,-1475,,Third Party,Skipped,Permit dependent
1048,324,Ground Breaking,,,,,Regulator,Complete,Float available
1049,113,Design Complete,2026-09-27,04/15/2023,-1261,,Utility,COMPLETE,
1050,113,Bid Award,06/13/2021,,363,Labor shortage,Utility,In Progress,
1051,113,Ground Breaking,2020-10-05,09/26/2019,,,Third Party,Complete,Permit dependent
1052,113,Environmental Review,04-14-2024,07-10-2018,-2105,,Engineer,NOT STARTED,
1053,113,Final Inspection,04-18-2021,04-02-2026,1810,Labor shortage,Engineer,Skipped,
1054,113,Substantial Completion,,09-24-2024,-559,,Third Party,In Progress,
1055,284,Design Complete,06-29-2023,03/25/2026,1000,Utility conflicts,Utility,Not Started,
1056,284,Final Inspection,2024/01/12,25/07/2023,n/a,,Owner,Not Started,
1057,254,Environmental Review,16/05/2024,,,,Third Party,Delayed,
1058,254,50% Complete,07/25/2018,,,,Third Party,Not Started,Permit dependent
1059,254,Bid Award,2026-07-30,,,,Owner,Delayed,On critical path
1060,254,Ground Breaking,,06/20/2025,978,Right-of-way,Contractor,NOT STARTED,On critical path
1061,281,Project Closeout,06-22-2025,07-05-2022,-1083,,Third Party,Not Started,On critical path
1062,281,Substantial Completion,2025/05/10,01/18/2020,-1939,,Owner,Skipped,
1063,470,Design Complete,2026-02-14,10/28/2022,-1205,,Regulator,Not Started,
1064,470,Final Inspection,2019/01/15,02/25/2023,1502,Utility conflicts,Regulator,Delayed,On critical path
1065,470,Ground Breaking,2021/08/04,2020-08-31,-338,,Utility,Delayed,Permit dependent
1066,470,Bid Award,2027-01-18,08/09/2021,-1988,,Regulator,complete,Float available
1067,470,Substantial Completion,2024-06-11,03-07-2023,-462,,Regulator,Delayed,
1068,36,Design Complete,21/08/2019,,,,Regulator,Not Started,Float available
1069,36,Ground Breaking,10/20/2022,05-18-2027,1671,Supply chain delays,Regulator,In Progress,
1070,36,Substantial Completion,21/05/2025,,,,Contractor,In Progress,
1071,36,Bid Award,23/03/2025,01/16/2026,299,Supply chain delays,Owner,Delayed,Float available
1072,36,50% Complete,03-31-2026,,-1416,,Third Party,Delayed,
1073,36,Final Inspection,08/02/2027,12-10-2024,-965,,Engineer,Not Started,
1074,36,Environmental Review,02-26-2023,21/05/2027,1545,Environmental review,Contractor,Complete,
1075,36,Project Closeout,2026-12-13,22/07/2018,TBD,,Third Party,In Progress,
1076,400,Substantial Completion,2025-02-19,02/06/2024,-262,,Utility,In Progress,On critical path
1077,400,Environmental Review,,2026/09/23,1330,Utility conflicts,Contractor,Complete,
1078,288,Environmental Review,10/10/2022,12-19-2022,70,,Owner,complete,On critical path
1079,288,Bid Award,2027-03-21,,,,Utility,Complete,
1080,288,Project Closeout,12-12-2024,,,,Engineer,Delayed,
1081,288,Final Inspection,01/15/2024,09/08/2027,1332,Labor shortage,Utility,Skipped,On critical path
1082,288,50% Complete,2022/03/10,,,,Third Party,Skipped,
1083,288,Substantial Completion,09/22/2025,10-25-2019,-2159,,Third Party,Skipped,On critical path
1084,119,Final Inspection,25/10/2020,27/08/2019,-425,,Utility,In Progress,
1085,119,Ground Breaking,15/08/2020,,,,Utility,In Progress,Float available
1086,119,Design Complete,2018-11-10,,,,Contractor,Complete,Float available
1087,119,Project Closeout,02/19/2020,,,,Third Party,In Progress,Float available
1088,166,Bid Award,01/12/2022,18/11/2023,,Design changes,Owner,Skipped,Float available
1089,166,Environmental Review,,11-28-2019,-2594,,Regulator,Skipped,
1090,352,Environmental Review,,01/01/2027,3075,,Regulator,Skipped,Permit dependent
1091,352,Ground Breaking,12/01/2027,12/12/2020,-2222,,Engineer,Not Started,
1092,352,Final Inspection,28/10/2027,2023-03-10,,,Owner,COMPLETE,
1093,352,50% Complete,,20/10/2020,202,Permitting,Owner,In Progress,
1094,352,Project Closeout,07/01/2024,05/20/2019,-1869,,Utility,Delayed,Permit dependent
1095,352,Design Complete,2026-06-24,04-04-2025,-446,,Third Party,Not Started,
1096,352,Substantial Completion,04/11/2019,2025-10-22,2386,Right-of-way,Third Party,Skipped,Float available
1097,179,Substantial Completion,20/01/2026,,,,Regulator,Delayed,
1098,179,50% Complete,,,,,Regulator,In Progress,Float available
1099,179,Ground Breaking,2027-12-08,,,,Utility,In Progress,On critical path
1100,179,Design Complete,2021/05/24,,,,Engineer,Not Started,On critical path
1101,179,Final Inspection,,07/12/2024,1677,Design changes,Utility,In Progress,Permit dependent
1102,179,Bid Award,2024/02/23,,-1602,,Regulator,Skipped,Permit dependent
1103,263,Substantial Completion,06-24-2023,2026-12-19,1274,Right-of-way,Contractor,Complete,On critical path
1104,263,Final Inspection,09/07/2021,2026/09/04,n/a,Environmental review,Engineer,Skipped,
1105,263,Ground Breaking,2021/03/28,,786,,Third Party,Complete,Permit dependent
1106,43,Substantial Completion,02/05/2026,06-01-2027,481,,Engineer,Not Started,
1107,43,Project Closeout,2024-09-04,2023/06/10,-452,,Engineer,,Permit dependent
1108,29,Final Inspection,2027-06-02,04/09/2022,,,Utility,Complete,Permit dependent
1109,29,Project Closeout,2025-12-28,28/06/2023,-914,,Third Party,Not Started,Float available
1110,29,50% Complete,10/11/2020,09/10/2018,-763,,Engineer,In Progress,Float available
1111,29,Ground Breaking,07/30/2023,2020-10-22,-1011,,Contractor,Delayed,
1112,29,Bid Award,2022/06/06,06-30-2021,-341,,Utility,Delayed,
1113,444,Final Inspection,2023/02/11,12/31/2019,?,,Utility,Skipped,
1114,444,50% Complete,12/12/2020,26/02/2026,1902,Utility conflicts,Contractor,Skipped,Float available
1115,444,Design Complete,12-14-2021,2024/06/22,921,,Contractor,In progress,
1116,444,Substantial Completion,2019-10-01,2021-06-04,612,,Regulator,NOT STARTED,
1117,444,Ground Breaking,2025-09-17,2026/08/31,,Contractor issues,Regulator,Skipped,
1118,444,Bid Award,23/07/2021,2027-01-30,2017,,Contractor,Not Started,
1119,143,Project Closeout,2021/11/02,2019-02-04,-1002,,Engineer,Skipped,
1120,143,Bid Award,24/01/2024,12/21/2023,-34,,Regulator,In progress,
1121,143,Substantial Completion,2020-10-18,11/18/2026,2222,Utility conflicts,Third Party,In Progress,Float available
1122,143,Design Complete,10-20-2025,2021/10/24,-1457,,Utility,In progress,
1123,143,Final Inspection,2027-05-06,08/29/2023,,,Engineer,In Progress,Float available
1124,143,Ground Breaking,07/30/2027,19/04/2021,,,Third Party,Not Started,On critical path
1125,276,Project Closeout,06/10/2019,,,,Owner,COMPLETE,
1126,276,Environmental Review,05/15/2022,03/30/2021,-411,,Owner,Not Started,On critical path
1127,276,Final Inspection,,,,,Regulator,complete,Permit dependent
1128,327,Substantial Completion,09/02/2024,,,,Engineer,In Progress,Float available
1129,327,Ground Breaking,02/09/2025,,,,Engineer,Skipped,Permit dependent
1130,327,Bid Award,2019/04/28,,,,Engineer,NOT STARTED,
1131,327,Design Complete,2021/01/22,,,,Utility,NOT STARTED,
1132,170,Design Complete,2018/11/30,,,,Regulator,Not Started,Permit dependent
1133,170,Environmental Review,2023/02/02,02/15/2019,-1448,,Regulator,Not Started,Permit dependent
1134,170,Final Inspection,2020-08-04,06-02-2023,1032,,Owner,Delayed,
1135,170,Substantial Completion,10/19/2026,07/26/2022,-1546,,Third Party,Delayed,
1136,170,Bid Award,2019/06/20,06/01/2021,566,Design changes,Contractor,In Progress,
1137,170,Project Closeout,,23/08/2019,-1609,,Utility,Complete,
1138,170,50% Complete,09/18/2026,05-01-2022,-1601,,Owner,Skipped,
1139,170,Ground Breaking,29/09/2021,02/16/2022,140,,Contractor,Skipped,
1140,463,Bid Award,04/05/2026,12/11/2027,,Contractor issues,Engineer,Not Started,On critical path
1141,463,Substantial Completion,09/19/2018,2027-05-10,3155,Funding gap,Regulator,NOT STARTED,
1142,463,Design Complete,2027-05-07,2027-12-11,,Weather,Utility,NOT STARTED,Permit dependent
1143,463,50% Complete,01/10/2024,2023-02-18,-591,,Engineer,Delayed,On critical path
1144,463,Final Inspection,01/01/2024,20/03/2025,444,Design changes,Regulator,In Progress,On critical path
1145,463,Project Closeout,01/09/2020,2023-06-22,1024,Weather,Engineer,Not Started,
1146,82,Ground Breaking,2018/12/08,02-02-2019,56,Utility conflicts,Owner,Complete,Permit dependent
1147,82,Project Closeout,2024/11/14,23/05/2022,TBD,,Utility,In Progress,Permit dependent
1148,82,50% Complete,10/11/2024,23/10/2022,-749,,Utility,COMPLETE,
1149,82,Design Complete,14/07/2024,2018-09-03,-2141,,Third Party,Not Started,
1150,406,50% Complete,12/14/2026,2022-02-12,-1766,,Third Party,complete,Float available
1151,406,Project Closeout,2027/06/15,14/05/2025,-762,,Owner,,Permit dependent
1152,406,Environmental Review,09/01/2024,,,,Utility,In progress,On critical path
1153,406,Ground Breaking,2026/10/20,2021/10/07,-1839,,Third Party,In Progress,
1154,110,Project Closeout,12/06/2027,05/08/2019,-3045,,Utility,Skipped,Permit dependent
1155,110,Bid Award,07/18/2024,,-356,,Third Party,In Progress,Permit dependent
1156,218,Design Complete,2019/07/16,10/01/2026,2634,Labor shortage,Contractor,NOT STARTED,Float available
1157,218,Ground Breaking,2020/05/05,2025-04-28,?,Environmental review,Regulator,In Progress,
1158,218,Bid Award,2025-02-08,12-08-2022,-793,,Third Party,In Progress,Permit dependent
1159,218,50% Complete,01/10/2019,01/01/2021,722,Permitting,Contractor,Not Started,Float available
1160,218,Substantial Completion,05/16/2020,08/12/2024,1667,,Engineer,,
1161,368,Bid Award,2019-12-19,11/14/2018,-400,,Third Party,Complete,Permit dependent
1162,368,Final Inspection,10-14-2025,31/08/2027,686,Permitting,Owner,complete,Float available
1163,368,Project Closeout,2027-06-01,,,,Owner,,Permit dependent
1164,446,Design Complete,2025/06/18,,,,Engineer,Complete,On critical path
1165,446,50% Complete,09/04/2018,,,,Contractor,COMPLETE,Permit dependent
1166,474,Substantial Completion,,,,,Utility,In Progress,On critical path
1167,474,Environmental Review,2025-03-14,,,,Contractor,Delayed,Permit dependent
1168,474,50% Complete,15/01/2024,,,,Regulator,Complete,On critical path
1169,474,Design Complete,,,,,Utility,Not Started,
1170,474,Ground Breaking,2021-10-16,,,,Utility,Delayed,
1171,300,50% Complete,05-29-2022,08-12-2026,1536,Right-of-way,Third Party,In progress,On critical path
1172,300,Ground Breaking,19/06/2023,29/09/2023,102,Permitting,Contractor,Delayed,
1173,300,Bid Award,01-25-2019,2027-12-16,3247,,Contractor,Delayed,
1174,300,Environmental Review,2024-09-18,17/10/2022,-,,Owner,Skipped,Permit dependent
1175,300,Project Closeout,,09-20-2019,-1097,,Utility,NOT STARTED,On critical path
1176,300,Design Complete,04/19/2024,07-13-2019,-1742,,Engineer,Not Started,Float available
1177,300,Final Inspection,2027/01/24,11/04/2020,-2272,,Engineer,Skipped,Permit dependent
1178,390,50% Complete,08/06/2023,2023/08/02,-4,,Third Party,Delayed,Float available
1179,390,Environmental Review,04/09/2018,2019-01-26,144,Permitting,Contractor,In Progress,
1180,390,Bid Award,05/11/2026,,,,Owner,Skipped,
1181,390,Substantial Completion,,2021/12/30,-2047,,Engineer,Skipped,
1182,390,Design Complete,24/12/2024,,757,Design changes,Third Party,Delayed,
1183,390,Project Closeout,2027/07/20,2022/06/28,-1848,,Third Party,complete,On critical path
1184,390,Final Inspection,15/09/2019,2024-12-07,1910,Supply chain delays,Engineer,In Progress,
1185,359,Ground Breaking,12/05/2020,2027/07/01,2399,Labor shortage,Contractor,,Permit dependent
1186,359,Environmental Review,08/05/2022,09-21-2026,1508,Funding gap,Owner,Complete,Float available
1187,359,50% Complete,2022-06-07,,-1255,,Regulator,In Progress,Permit dependent
1188,359,Final Inspection,,2027-09-07,2793,Supply chain delays,Owner,Complete,
1189,359,Bid Award,11-03-2023,22/10/2025,719,,Third Party,Delayed,Permit dependent
1190,79,Project Closeout,2023/03/02,04/04/2027,1494,Environmental review,Third Party,Delayed,
1191,79,Design Complete,2018/07/03,,,,Contractor,Skipped,Permit dependent
1192,79,Bid Award,27/01/2019,,,,Third Party,In Progress,Permit dependent
1193,79,Environmental Review,18/05/2019,,,,Owner,Skipped,
1194,79,50% Complete,2022/05/26,2019-01-13,-1229,,Engineer,Delayed,Float available
1195,79,Final Inspection,05-25-2021,,,,Owner,Skipped,On critical path
1196,79,Substantial Completion,2026-02-16,,,,Utility,In progress,Float available
1197,79,Ground Breaking,2022-08-26,,,,Engineer,In Progress,Permit dependent
1198,1,Bid Award,29/08/2023,,,,Utility,COMPLETE,Float available
1199,1,Environmental Review,07/11/2027,,,,Utility,COMPLETE,On critical path
1200,1,Final Inspection,2027-07-25,,,,Third Party,Delayed,Permit dependent
1201,458,Bid Award,10/19/2019,,,,Contractor,Delayed,
1202,458,Project Closeout,09/07/2018,04-30-2021,,Right-of-way,Regulator,Delayed,Permit dependent
1203,458,Final Inspection,10/05/2019,,,,Regulator,In Progress,
1204,458,Design Complete,25/08/2027,03-24-2020,,,Utility,Not Started,
1205,458,Environmental Review,2027-08-06,,,,Third Party,Complete,Permit dependent
1206,216,Environmental Review,03/16/2020,,,,Regulator,Delayed,
1207,216,Design Complete,2019/04/11,2022/07/08,1184,Supply chain delays,Owner,In Progress,
1208,216,50% Complete,03-13-2023,2021-07-18,-603,,Regulator,Not Started,On critical path
1209,397,Final Inspection,2026/02/12,03/05/2021,,,Third Party,Complete,Permit dependent
1210,397,50% Complete,2027/11/10,,,,Engineer,Not Started,Float available
1211,397,Bid Award,11-12-2018,,,,Owner,Not Started,Float available
1212,397,Ground Breaking,2019-09-16,2018-10-28,-323,,Owner,Delayed,
1213,397,Design Complete,09/05/2025,,,,Third Party,Delayed,Permit dependent
1214,397,Project Closeout,11-26-2020,,,,Regulator,Skipped,
1215,377,50% Complete,01/26/2026,21/01/2027,360,Permitting,Utility,Complete,Permit dependent
1216,377,Project Closeout,2020-10-27,20/06/2024,1332,Design changes,Owner,Delayed,
1217,377,Design Complete,19/09/2024,,-778,,Utility,Complete,Permit dependent
1218,377,Bid Award,01/29/2022,2025-04-23,-,Supply chain delays,Regulator,COMPLETE,On critical path
1219,377,Ground Breaking,17/06/2023,2024-07-24,,Permitting,Contractor,Not Started,
1220,377,Substantial Completion,04/03/2024,12/19/2023,-106,,Owner,Skipped,
1221,262,Design Complete,13/01/2019,03-12-2027,2980,Contractor issues,Owner,Not Started,
1222,262,Substantial Completion,06/29/2025,12-14-2027,898,Labor shortage,Regulator,Not Started,
1223,262,50% Complete,03/02/2023,08/17/2021,-562,,Owner,COMPLETE,
1224,262,Ground Breaking,10/12/2019,02-05-2020,57,,Engineer,Delayed,Float available
1225,262,Bid Award,2020-11-13,2018/09/12,-793,,Utility,Skipped,
1226,262,Final Inspection,08/27/2021,08/14/2026,1813,,Engineer,In Progress,
1227,262,Environmental Review,02/11/2024,12-20-2020,N/A,,Contractor,In Progress,Permit dependent
1228,402,Final Inspection,2024/05/25,05-06-2019,-1846,,Engineer,Not Started,Float available
1229,402,Ground Breaking,11/28/2020,03-21-2023,843,Environmental review,Owner,In Progress,
1230,402,Project Closeout,2023-06-07,,,,Regulator,NOT STARTED,On critical path
1231,341,Design Complete,03-30-2021,2022-09-09,528,,Regulator,complete,
1232,341,Project Closeout,06/20/2024,12-29-2020,-1269,,Owner,In Progress,
1233,341,Ground Breaking,2026-12-12,,,,Third Party,In Progress,
1234,121,Bid Award,12/12/2027,2019/10/30,-2965,,Contractor,NOT STARTED,
1235,121,Design Complete,2025/06/02,05/24/2025,-9,,Engineer,Delayed,Float available
1236,121,Environmental Review,09-13-2024,2019-07-09,,,Owner,,Permit dependent
1237,121,Substantial Completion,04/22/2024,2021/11/02,-902,,Third Party,Skipped,
1238,121,Ground Breaking,10/09/2022,,893,Design changes,Third Party,Skipped,Float available
1239,121,50% Complete,2027/10/19,13/01/2022,-2105,,Owner,NOT STARTED,Float available
1240,121,Project Closeout,18/11/2021,01-25-2026,1529,Permitting,Engineer,Complete,Permit dependent
1241,348,Substantial Completion,,,TBD,,Utility,complete,Permit dependent
1242,348,50% Complete,01/25/2024,,,,Engineer,Skipped,Float available
1243,348,Ground Breaking,2021/03/01,2027/09/07,2381,Supply chain delays,Owner,In progress,
1244,348,Final Inspection,2024-01-20,,,,Owner,,Permit dependent
1245,348,Design Complete,2023/12/07,11/05/2027,1429,Environmental review,Third Party,In progress,
1246,497,Final Inspection,12-18-2027,2026-10-11,-433,,Regulator,NOT STARTED,
1247,497,Environmental Review,07/20/2023,2027-10-05,,,Regulator,Delayed,
1248,424,50% Complete,,25/06/2027,266,Labor shortage,Regulator,NOT STARTED,
1249,424,Design Complete,,12-21-2020,131,Weather,Engineer,In progress,
1250,424,Final Inspection,2024-12-06,15/12/2027,1104,Labor shortage,Contractor,Delayed,Float available
1251,424,Substantial Completion,12/02/2020,09-01-2026,2099,Supply chain delays,Owner,Delayed,Permit dependent
1252,424,Ground Breaking,2019/10/01,2023-05-24,,Supply chain delays,Owner,Complete,Permit dependent
1253,424,Project Closeout,03/29/2024,11-01-2019,-1610,,Third Party,In Progress,
1254,325,Ground Breaking,2026-12-15,11-20-2019,-2582,,Regulator,In Progress,Float available
1255,325,Final Inspection,17/03/2027,03/14/2022,-1829,,Regulator,Delayed,
1256,325,Bid Award,2018/09/23,06/26/2024,2103,Design changes,Utility,NOT STARTED,On critical path
1257,387,Final Inspection,2025/11/14,,,,Regulator,Skipped,Float available
1258,387,50% Complete,08/11/2025,,,,Contractor,Delayed,Permit dependent
1259,387,Environmental Review,01-26-2022,,,,Regulator,Skipped,
1260,387,Design Complete,29/07/2025,,,,Utility,In Progress,On critical path
1261,387,Ground Breaking,06-08-2026,,,,Third Party,Not Started,Permit dependent
1262,267,Environmental Review,07/24/2020,2023/11/30,,,Utility,Delayed,
1263,267,Project Closeout,11/09/2026,12-07-2018,-2894,,Regulator,Not Started,Float available
1264,267,Final Inspection,2019-12-03,2022-08-27,998,Contractor issues,Utility,Delayed,
1265,169,Project Closeout,2024-09-29,,,,Third Party,Complete,On critical path
1266,169,Ground Breaking,2019-02-11,,,,Engineer,Skipped,
1267,293,Final Inspection,2019/03/18,,2150,Environmental review,Engineer,Not Started,Float available
1268,293,Design Complete,27/12/2019,20/07/2025,2032,Utility conflicts,Third Party,Complete,On critical path
1269,203,Ground Breaking,03/20/2027,15/09/2025,-551,,Engineer,Complete,
1270,203,Project Closeout,2018-06-26,2024/10/11,2299,Environmental review,Engineer,Not Started,
1271,203,Environmental Review,03-10-2024,10/04/2025,573,Permitting,Owner,In Progress,
1272,203,Bid Award,2018-06-24,2020-09-24,823,Contractor issues,Contractor,Delayed,Permit dependent
1273,203,Design Complete,25/11/2018,,-,Permitting,Utility,In progress,On critical path
1274,307,Ground Breaking,10/07/2020,2021/06/26,,Design changes,Third Party,Skipped,
1275,307,Substantial Completion,09-16-2024,02-14-2020,-1676,,Third Party,Delayed,On critical path
1276,307,Environmental Review,2026/06/24,,-1533,,Utility,complete,
1277,307,50% Complete,2026-11-22,09/07/2022,-1537,,Regulator,Complete,Permit dependent
1278,307,Bid Award,06/10/2018,06-05-2021,973,,Owner,In Progress,On critical path
1279,307,Project Closeout,29/01/2023,06-28-2019,-1311,,Owner,Not Started,
1280,13,Environmental Review,,2026/03/14,165,Utility conflicts,Regulator,Complete,Float available
1281,13,Substantial Completion,10/04/2018,2020/02/27,511,,Utility,Skipped,Float available
1282,13,Ground Breaking,2023-11-21,2022-05-02,-568,,Regulator,NOT STARTED,Permit dependent
1283,13,50% Complete,31/05/2023,,1336,,Engineer,In progress,Float available
1284,13,Bid Award,12/03/2019,01-02-2020,,Design changes,Regulator,COMPLETE,Permit dependent
1285,13,Final Inspection,2026-07-18,06-23-2025,-390,,Owner,Complete,On critical path
1286,13,Project Closeout,01-05-2024,08/19/2021,-869,,Utility,Delayed,Permit dependent
1287,13,Design Complete,08-29-2018,2025-08-10,2538,Design changes,Third Party,Not Started,Float available
1288,350,Bid Award,,2019/08/22,-101,,Utility,In Progress,
1289,350,50% Complete,10/18/2022,07/07/2025,993,,Regulator,complete,
1290,350,Environmental Review,02/22/2024,2020/03/17,-1437,,Engineer,Skipped,Permit dependent
1291,350,Ground Breaking,11/10/2020,,-395,,Engineer,Complete,
1292,350,Substantial Completion,2023/06/26,2025/06/24,729,,Engineer,Complete,
1293,350,Design Complete,2018/08/10,08-30-2022,1481,,Engineer,Complete,
1294,350,Final Inspection,2019/04/10,11-15-2019,n/a,Utility conflicts,Owner,NOT STARTED,Float available
1295,350,Project Closeout,2027-10-04,2021-07-26,-2261,,Regulator,In Progress,Float available
1296,389,Ground Breaking,15/09/2019,2022-08-24,1074,Weather,Contractor,Skipped,
1297,389,Design Complete,2027-07-22,11/08/2024,,,Engineer,Delayed,
1298,389,50% Complete,,02-12-2023,-47,,Third Party,Not Started,
1299,389,Final Inspection,2027-05-13,05/02/2020,-2654,,Third Party,Delayed,Permit dependent
1300,389,Bid Award,15/02/2022,2021-04-27,-294,,Third Party,In Progress,
1301,389,Environmental Review,2020/05/06,2025-09-22,1965,Permitting,Engineer,Skipped,
1302,389,Project Closeout,04/03/2020,09/12/2024,1741,Design changes,Utility,Delayed,
1303,245,Environmental Review,01/01/2021,2023/05/20,869,Environmental review,Regulator,Delayed,
1304,245,Project Closeout,05-22-2021,,-803,,Utility,In Progress,
1305,245,Final Inspection,08/04/2026,2025/09/29,TBD,,Third Party,In Progress,
1306,245,50% Complete,2020-03-02,,2521,Permitting,Contractor,Not Started,Permit dependent
1307,245,Design Complete,2020-06-14,07/28/2026,2235,Design changes,Regulator,,Float available
1308,245,Substantial Completion,2026-02-16,05-17-2019,-2467,,Utility,Complete,Permit dependent
1309,245,Ground Breaking,06-14-2022,03-31-2025,1021,Right-of-way,Utility,In Progress,
1310,264,Ground Breaking,10-19-2022,2020-08-14,-796,,Third Party,Delayed,
1311,264,Final Inspection,21/07/2018,11/08/2026,,Contractor issues,Utility,Delayed,Float available
1312,264,Substantial Completion,05/18/2021,,2092,Funding gap,Regulator,Not Started,Permit dependent
1313,264,Environmental Review,30/03/2025,04-26-2026,392,Contractor issues,Owner,Not Started,
1314,264,50% Complete,2025/05/13,2019/07/06,-2138,,Engineer,,
1315,264,Project Closeout,30/06/2026,02-27-2022,-1584,,Third Party,Skipped,On critical path
1316,264,Design Complete,02/15/2022,12/03/2027,2117,Weather,Owner,Skipped,
1317,264,Bid Award,27/03/2019,12-11-2019,259,Weather,Engineer,Skipped,
1318,192,50% Complete,15/10/2024,10-22-2021,-1089,,Contractor,Complete,
1319,192,Environmental Review,2019/12/28,24/09/2021,,Utility conflicts,Contractor,Not Started,Permit dependent
1320,192,Bid Award,02-17-2019,2019/03/28,39,Right-of-way,Utility,Skipped,On critical path
1321,192,Design Complete,2026-10-11,12/10/2022,-1460,,Utility,Delayed,Permit dependent
1322,192,Final Inspection,05/20/2020,2019-03-28,-419,,Third Party,Skipped,Float available
1323,192,Ground Breaking,09-03-2021,28/05/2020,-463,,Regulator,Skipped,
1324,301,Ground Breaking,07-08-2022,04-12-2025,1009,Weather,Utility,Not Started,
1325,301,Environmental Review,10/10/2026,09/29/2022,-1472,,Owner,In progress,Float available
1326,301,Final Inspection,16/06/2018,,TBD,,Regulator,Not Started,
1327,301,Substantial Completion,2026/11/30,,,,Regulator,Skipped,
1328,301,Design Complete,06/23/2024,,,,Contractor,Skipped,
1329,10,Substantial Completion,11-29-2026,,-1360,,Owner,Complete,
1330,10,Project Closeout,2020/08/03,04/10/2022,792,Weather,Contractor,complete,
1331,10,Environmental Review,2018/09/16,27/09/2023,1837,Labor shortage,Regulator,Delayed,Permit dependent
1332,10,Ground Breaking,01/05/2023,04-17-2024,,Permitting,Owner,Delayed,
1333,10,Design Complete,,06/29/2022,-1335,,Regulator,Skipped,
1334,473,Bid Award,21/03/2025,11-16-2027,970,Right-of-way,Regulator,In Progress,Float available
1335,473,Environmental Review,11-21-2023,,129,Right-of-way,Regulator,complete,Float available
1336,473,Project Closeout,08/08/2019,2019-11-01,85,,Utility,Delayed,Float available
1337,473,Final Inspection,2023/11/04,07/20/2019,-1568,,Utility,Not Started,
1338,473,Ground Breaking,08/05/2026,2020/01/17,-2392,,Utility,Not Started,Permit dependent
1339,473,Substantial Completion,10-24-2020,,843,Environmental review,Engineer,complete,Permit dependent
1340,473,50% Complete,16/08/2026,27/02/2019,-2727,,Utility,In Progress,
1341,99,Project Closeout,06-10-2025,06/16/2025,6,Contractor issues,Owner,In Progress,
1342,99,Ground Breaking,09/05/2021,11-27-2019,-,,Engineer,In Progress,
1343,99,Substantial Completion,20/12/2022,01-02-2020,n/a,,Regulator,Delayed,
1344,97,Design Complete,28/11/2022,12-02-2022,4,Right-of-way,Third Party,Complete,
1345,97,Substantial Completion,2025/02/25,,-37,,Contractor,Complete,Permit dependent
1346,97,Environmental Review,,08/10/2026,-360,,Third Party,Not Started,
1347,158,Substantial Completion,21/02/2020,,,,Contractor,Delayed,On critical path
1348,158,Environmental Review,2019/01/14,02-18-2026,2592,Environmental review,Regulator,COMPLETE,
1349,158,Bid Award,05/11/2026,2025-07-28,-465,,Contractor,Complete,Float available
1350,158,Project Closeout,,11-20-2019,-1963,,Third Party,Not Started,
1351,158,Design Complete,24/07/2022,,,,Regulator,Complete,Permit dependent
1352,240,Design Complete,2027-05-12,11/01/2022,-1653,,Owner,Not Started,
1353,240,Bid Award,,,,,Contractor,Delayed,On critical path
1354,240,50% Complete,05/25/2026,02-06-2025,-473,,Owner,Skipped,Permit dependent
1355,330,Design Complete,16/06/2022,,,,Regulator,Skipped,
1356,330,Final Inspection,12/04/2019,,,,Third Party,In Progress,
